FieldID,date,NDVI
WC15,2013-08-06,
NW1,2013-08-06,
NW2,2013-08-06,
NW3,2013-08-06,
NW4,2013-08-06,
NW5,2013-08-06,
WC23,2013-08-06,
WC22,2013-08-06,
WC24,2013-08-06,
NC2,2013-08-06,
NC1,2013-08-06,
WC21,2013-08-06,
WC13,2013-08-06,
WC9,2013-08-06,
SW1,2013-08-06,
SW2,2013-08-06,
WC10,2013-08-06,
WC14,2013-08-06,
WC7,2013-08-06,
WC27,2013-08-06,
WC1,2013-09-07,
WC2,2013-09-07,
WC3,2013-09-07,
WC6,2013-09-07,
WC4,2013-09-07,
WC5,2013-09-07,
WC26,2013-09-07,
SW4,2013-09-07,
NW6,2013-09-07,
NW7,2013-09-07,
NB1,2013-09-07,
WC20,2013-09-07,
WC19,2013-09-07,
SW3,2013-09-07,
WC18,2013-09-07,
WC17,2013-09-07,
SW5,2013-09-07,
SW6,2013-09-07,
WC12,2013-09-07,
WC8,2013-09-07,
WC11,2013-09-07,
WC25,2013-09-07,
WC16,2013-09-07,
WC15,2013-09-07,
NW1,2013-09-07,
NW2,2013-09-07,
NW3,2013-09-07,
NW4,2013-09-07,
NW5,2013-09-07,
WC23,2013-09-07,
WC22,2013-09-07,
WC24,2013-09-07,
NC2,2013-09-07,
NC1,2013-09-07,0.7320394984474444
WC21,2013-09-07,
WC13,2013-09-07,
WC9,2013-09-07,
SW1,2013-09-07,
SW2,2013-09-07,
WC10,2013-09-07,
WC14,2013-09-07,
WC7,2013-09-07,
WC27,2013-09-07,
WC1,2013-09-23,
WC2,2013-09-23,
WC3,2013-09-23,
WC6,2013-09-23,
WC4,2013-09-23,
WC5,2013-09-23,
WC26,2013-09-23,
SW4,2013-09-23,
NW6,2013-09-23,
NW7,2013-09-23,
NB1,2013-09-23,
WC20,2013-09-23,
WC19,2013-09-23,
SW3,2013-09-23,
WC18,2013-09-23,
WC17,2013-09-23,
SW5,2013-09-23,
SW6,2013-09-23,
WC12,2013-09-23,
WC8,2013-09-23,
WC11,2013-09-23,
WC25,2013-09-23,
WC16,2013-09-23,
WC15,2013-09-23,
NW1,2013-09-23,
NW2,2013-09-23,
NW3,2013-09-23,
NW4,2013-09-23,
NW5,2013-09-23,
WC23,2013-09-23,
WC22,2013-09-23,
WC24,2013-09-23,
NC2,2013-09-23,
NC1,2013-09-23,0.5587177943762778
WC21,2013-09-23,
WC13,2013-09-23,
WC9,2013-09-23,
SW1,2013-09-23,
SW2,2013-09-23,
WC10,2013-09-23,
WC14,2013-09-23,
WC7,2013-09-23,
WC27,2013-09-23,
WC1,2013-10-09,
WC2,2013-10-09,
WC3,2013-10-09,
WC6,2013-10-09,
WC4,2013-10-09,
WC5,2013-10-09,
WC26,2013-10-09,
SW4,2013-10-09,
NW6,2013-10-09,
NW7,2013-10-09,
NB1,2013-10-09,
WC20,2013-10-09,
WC19,2013-10-09,
SW3,2013-10-09,
WC18,2013-10-09,
WC17,2013-10-09,
SW5,2013-10-09,
SW6,2013-10-09,
WC12,2013-10-09,
WC8,2013-10-09,
WC11,2013-10-09,
WC25,2013-10-09,
WC16,2013-10-09,
WC15,2013-10-09,
NW1,2013-10-09,
NW2,2013-10-09,
NW3,2013-10-09,
NW4,2013-10-09,
NW5,2013-10-09,
WC23,2013-10-09,
WC22,2013-10-09,
WC24,2013-10-09,
NC2,2013-10-09,
NC1,2013-10-09,0.4204533129263292
WC21,2013-10-09,
WC13,2013-10-09,
WC9,2013-10-09,
SW1,2013-10-09,
SW2,2013-10-09,
WC10,2013-10-09,
WC14,2013-10-09,
WC7,2013-10-09,
WC27,2013-10-09,
WC1,2013-10-25,
WC2,2013-10-25,
WC3,2013-10-25,
WC6,2013-10-25,
WC4,2013-10-25,
WC5,2013-10-25,
WC26,2013-10-25,
SW4,2013-10-25,
NW6,2013-10-25,
NW7,2013-10-25,
NB1,2013-10-25,
WC20,2013-10-25,
WC19,2013-10-25,
SW3,2013-10-25,
WC18,2013-10-25,
WC17,2013-10-25,
SW5,2013-10-25,
SW6,2013-10-25,
WC12,2013-10-25,
WC8,2013-10-25,
WC11,2013-10-25,
WC25,2013-10-25,
WC16,2013-10-25,
WC15,2013-10-25,
NW1,2013-10-25,
NW2,2013-10-25,
NW3,2013-10-25,
NW4,2013-10-25,
NW5,2013-10-25,
WC23,2013-10-25,
WC22,2013-10-25,
WC24,2013-10-25,
NC2,2013-10-25,
NC1,2013-10-25,0.32717061055441093
WC21,2013-10-25,
WC13,2013-10-25,
WC9,2013-10-25,
SW1,2013-10-25,
SW2,2013-10-25,
WC10,2013-10-25,
WC14,2013-10-25,
WC7,2013-10-25,
WC27,2013-10-25,
WC1,2013-11-10,
WC2,2013-11-10,
WC3,2013-11-10,
WC6,2013-11-10,
WC4,2013-11-10,
WC5,2013-11-10,
WC26,2013-11-10,
SW4,2013-11-10,
NW6,2013-11-10,
NW7,2013-11-10,
NB1,2013-11-10,
WC20,2013-11-10,
WC19,2013-11-10,
SW3,2013-11-10,
WC18,2013-11-10,
WC17,2013-11-10,
SW5,2013-11-10,
SW6,2013-11-10,
WC12,2013-11-10,
WC8,2013-11-10,
WC11,2013-11-10,
WC25,2013-11-10,
WC16,2013-11-10,
WC15,2013-11-10,
NW1,2013-11-10,
NW2,2013-11-10,
NW3,2013-11-10,
NW4,2013-11-10,
NW5,2013-11-10,
WC23,2013-11-10,
WC22,2013-11-10,
WC24,2013-11-10,
NC2,2013-11-10,
NC1,2013-11-10,0.2595006497593679
WC21,2013-11-10,
WC13,2013-11-10,
WC9,2013-11-10,
SW1,2013-11-10,
SW2,2013-11-10,
WC10,2013-11-10,
WC14,2013-11-10,
WC7,2013-11-10,
WC27,2013-11-10,
WC1,2013-11-26,
WC2,2013-11-26,
WC3,2013-11-26,
WC6,2013-11-26,
WC4,2013-11-26,
WC5,2013-11-26,
WC26,2013-11-26,
SW4,2013-11-26,
NW6,2013-11-26,
NW7,2013-11-26,
NB1,2013-11-26,
WC20,2013-11-26,
WC19,2013-11-26,
SW3,2013-11-26,
WC18,2013-11-26,
WC17,2013-11-26,
SW5,2013-11-26,
SW6,2013-11-26,
WC12,2013-11-26,
WC8,2013-11-26,
WC11,2013-11-26,
WC25,2013-11-26,
WC16,2013-11-26,
WC15,2013-11-26,
NW1,2013-11-26,
NW2,2013-11-26,
NW3,2013-11-26,
NW4,2013-11-26,
NW5,2013-11-26,
WC23,2013-11-26,
WC22,2013-11-26,
WC24,2013-11-26,
NC2,2013-11-26,
NC1,2013-11-26,0.30508360797567385
WC21,2013-11-26,
WC13,2013-11-26,
WC9,2013-11-26,
SW1,2013-11-26,
SW2,2013-11-26,
WC10,2013-11-26,
WC14,2013-11-26,
WC7,2013-11-26,
WC27,2013-11-26,
WC1,2013-12-12,
WC2,2013-12-12,
WC3,2013-12-12,
WC6,2013-12-12,
WC4,2013-12-12,
WC5,2013-12-12,
WC26,2013-12-12,
SW4,2013-12-12,
NW6,2013-12-12,
NW7,2013-12-12,
NB1,2013-12-12,
WC20,2013-12-12,
WC19,2013-12-12,
SW3,2013-12-12,
WC18,2013-12-12,
WC17,2013-12-12,
SW5,2013-12-12,
SW6,2013-12-12,
WC12,2013-12-12,
WC8,2013-12-12,
WC11,2013-12-12,
WC25,2013-12-12,
WC16,2013-12-12,
WC15,2013-12-12,
NW1,2013-12-12,
NW2,2013-12-12,
NW3,2013-12-12,
NW4,2013-12-12,
NW5,2013-12-12,
WC23,2013-12-12,
WC22,2013-12-12,
WC24,2013-12-12,
NC2,2013-12-12,
NC1,2013-12-12,-0.010896416139404645
WC21,2013-12-12,
WC13,2013-12-12,
WC9,2013-12-12,
SW1,2013-12-12,
SW2,2013-12-12,
WC10,2013-12-12,
WC14,2013-12-12,
WC7,2013-12-12,
WC27,2013-12-12,
WC1,2013-12-28,
WC2,2013-12-28,
WC3,2013-12-28,
WC6,2013-12-28,
WC4,2013-12-28,
WC5,2013-12-28,
WC26,2013-12-28,
SW4,2013-12-28,
NW6,2013-12-28,
NW7,2013-12-28,
NB1,2013-12-28,
WC20,2013-12-28,
WC19,2013-12-28,
SW3,2013-12-28,
WC18,2013-12-28,
WC17,2013-12-28,
SW5,2013-12-28,
SW6,2013-12-28,
WC12,2013-12-28,
WC8,2013-12-28,
WC11,2013-12-28,
WC25,2013-12-28,
WC16,2013-12-28,
WC15,2013-12-28,
NW1,2013-12-28,
NW2,2013-12-28,
NW3,2013-12-28,
NW4,2013-12-28,
NW5,2013-12-28,
WC23,2013-12-28,
WC22,2013-12-28,
WC24,2013-12-28,
NC2,2013-12-28,
NC1,2013-12-28,0.2166139333669998
WC21,2013-12-28,
WC13,2013-12-28,
WC9,2013-12-28,
SW1,2013-12-28,
SW2,2013-12-28,
WC10,2013-12-28,
WC14,2013-12-28,
WC7,2013-12-28,
WC27,2013-12-28,
WC1,2014-01-13,
WC2,2014-01-13,
WC3,2014-01-13,
WC6,2014-01-13,
WC4,2014-01-13,
WC5,2014-01-13,
WC26,2014-01-13,
SW4,2014-01-13,
NW6,2014-01-13,
NW7,2014-01-13,
NB1,2014-01-13,
WC20,2014-01-13,
WC19,2014-01-13,
SW3,2014-01-13,
WC18,2014-01-13,
WC17,2014-01-13,
SW5,2014-01-13,
SW6,2014-01-13,
WC12,2014-01-13,
WC8,2014-01-13,
WC11,2014-01-13,
WC25,2014-01-13,
WC16,2014-01-13,
WC15,2014-01-13,
NW1,2014-01-13,
NW2,2014-01-13,
NW3,2014-01-13,
NW4,2014-01-13,
NW5,2014-01-13,
WC23,2014-01-13,
WC22,2014-01-13,
WC24,2014-01-13,
NC2,2014-01-13,
NC1,2014-01-13,0.22926927111889803
WC21,2014-01-13,
WC13,2014-01-13,
WC9,2014-01-13,
SW1,2014-01-13,
SW2,2014-01-13,
WC10,2014-01-13,
WC14,2014-01-13,
WC7,2014-01-13,
WC27,2014-01-13,
WC1,2014-01-29,
WC2,2014-01-29,
WC3,2014-01-29,
WC6,2014-01-29,
WC4,2014-01-29,
WC5,2014-01-29,
WC26,2014-01-29,
SW4,2014-01-29,
NW6,2014-01-29,
NW7,2014-01-29,
NB1,2014-01-29,
WC20,2014-01-29,
WC19,2014-01-29,
SW3,2014-01-29,
WC18,2014-01-29,
WC17,2014-01-29,
SW5,2014-01-29,
SW6,2014-01-29,
WC12,2014-01-29,
WC8,2014-01-29,
WC11,2014-01-29,
WC25,2014-01-29,
WC16,2014-01-29,
WC15,2014-01-29,
NW1,2014-01-29,
NW2,2014-01-29,
NW3,2014-01-29,
NW4,2014-01-29,
NW5,2014-01-29,
WC23,2014-01-29,
WC22,2014-01-29,
WC24,2014-01-29,
NC2,2014-01-29,
NC1,2014-01-29,0.20557253209491558
WC21,2014-01-29,
WC13,2014-01-29,
WC9,2014-01-29,
SW1,2014-01-29,
SW2,2014-01-29,
WC10,2014-01-29,
WC14,2014-01-29,
WC7,2014-01-29,
WC27,2014-01-29,
WC1,2014-02-14,
WC2,2014-02-14,
WC3,2014-02-14,
WC6,2014-02-14,
WC4,2014-02-14,
WC5,2014-02-14,
WC26,2014-02-14,
SW4,2014-02-14,
NW6,2014-02-14,
NW7,2014-02-14,
NB1,2014-02-14,
WC20,2014-02-14,
WC19,2014-02-14,
SW3,2014-02-14,
WC18,2014-02-14,
WC17,2014-02-14,
SW5,2014-02-14,
SW6,2014-02-14,
WC12,2014-02-14,
WC8,2014-02-14,
WC11,2014-02-14,
WC25,2014-02-14,
WC16,2014-02-14,
WC15,2014-02-14,
NW1,2014-02-14,
NW2,2014-02-14,
NW3,2014-02-14,
NW4,2014-02-14,
NW5,2014-02-14,
WC23,2014-02-14,
WC22,2014-02-14,
WC24,2014-02-14,
NC2,2014-02-14,
NC1,2014-02-14,0.05677122669880652
WC21,2014-02-14,
WC13,2014-02-14,
WC9,2014-02-14,
SW1,2014-02-14,
SW2,2014-02-14,
WC10,2014-02-14,
WC14,2014-02-14,
WC7,2014-02-14,
WC27,2014-02-14,
WC1,2014-03-18,
WC2,2014-03-18,
WC3,2014-03-18,
WC6,2014-03-18,
WC4,2014-03-18,
WC5,2014-03-18,
WC26,2014-03-18,
SW4,2014-03-18,
NW6,2014-03-18,
NW7,2014-03-18,
NB1,2014-03-18,
WC20,2014-03-18,
WC19,2014-03-18,
SW3,2014-03-18,
WC18,2014-03-18,
WC17,2014-03-18,
SW5,2014-03-18,
SW6,2014-03-18,
WC12,2014-03-18,
WC8,2014-03-18,
WC11,2014-03-18,
WC25,2014-03-18,
WC16,2014-03-18,
WC15,2014-03-18,
NW1,2014-03-18,
NW2,2014-03-18,
NW3,2014-03-18,
NW4,2014-03-18,
NW5,2014-03-18,
WC23,2014-03-18,
WC22,2014-03-18,
WC24,2014-03-18,
NC2,2014-03-18,
NC1,2014-03-18,
WC21,2014-03-18,
WC13,2014-03-18,
WC9,2014-03-18,
SW1,2014-03-18,
SW2,2014-03-18,
WC10,2014-03-18,
WC14,2014-03-18,
WC7,2014-03-18,
WC27,2014-03-18,
WC1,2014-04-19,
WC2,2014-04-19,
WC3,2014-04-19,
WC6,2014-04-19,
WC4,2014-04-19,
WC5,2014-04-19,
WC26,2014-04-19,
SW4,2014-04-19,
NW6,2014-04-19,
NW7,2014-04-19,
NB1,2014-04-19,
WC20,2014-04-19,
WC19,2014-04-19,
SW3,2014-04-19,
WC18,2014-04-19,
WC17,2014-04-19,
SW5,2014-04-19,
SW6,2014-04-19,
WC12,2014-04-19,
WC8,2014-04-19,
WC11,2014-04-19,
WC25,2014-04-19,
WC16,2014-04-19,
WC15,2014-04-19,
NW1,2014-04-19,
NW2,2014-04-19,
NW3,2014-04-19,
NW4,2014-04-19,
NW5,2014-04-19,
WC23,2014-04-19,
WC22,2014-04-19,
WC24,2014-04-19,
NC2,2014-04-19,
NC1,2014-04-19,0.24147989734568145
WC21,2014-04-19,
WC13,2014-04-19,
WC9,2014-04-19,
SW1,2014-04-19,
SW2,2014-04-19,
WC10,2014-04-19,
WC14,2014-04-19,
WC7,2014-04-19,
WC27,2014-04-19,
WC1,2014-05-05,
WC2,2014-05-05,
WC3,2014-05-05,
WC6,2014-05-05,
WC4,2014-05-05,
WC5,2014-05-05,
WC26,2014-05-05,
SW4,2014-05-05,
NW6,2014-05-05,
NW7,2014-05-05,
NB1,2014-05-05,
WC20,2014-05-05,
WC19,2014-05-05,
SW3,2014-05-05,
WC18,2014-05-05,
WC17,2014-05-05,
SW5,2014-05-05,
SW6,2014-05-05,
WC12,2014-05-05,
WC8,2014-05-05,
WC11,2014-05-05,
WC25,2014-05-05,
WC16,2014-05-05,
WC15,2014-05-05,
NW1,2014-05-05,
NW2,2014-05-05,
NW3,2014-05-05,
NW4,2014-05-05,
NW5,2014-05-05,
WC23,2014-05-05,
WC22,2014-05-05,
WC24,2014-05-05,
NC2,2014-05-05,
NC1,2014-05-05,0.22432072215197948
WC21,2014-05-05,
WC13,2014-05-05,
WC9,2014-05-05,
SW1,2014-05-05,
SW2,2014-05-05,
WC10,2014-05-05,
WC14,2014-05-05,
WC7,2014-05-05,
WC27,2014-05-05,
WC1,2014-05-21,
WC2,2014-05-21,
WC3,2014-05-21,
WC6,2014-05-21,
WC4,2014-05-21,
WC5,2014-05-21,
WC26,2014-05-21,
SW4,2014-05-21,
NW6,2014-05-21,
NW7,2014-05-21,
NB1,2014-05-21,
WC20,2014-05-21,
WC19,2014-05-21,
SW3,2014-05-21,
WC18,2014-05-21,
WC17,2014-05-21,
SW5,2014-05-21,
SW6,2014-05-21,
WC12,2014-05-21,
WC8,2014-05-21,
WC11,2014-05-21,
WC25,2014-05-21,
WC16,2014-05-21,
WC15,2014-05-21,
NW1,2014-05-21,
NW2,2014-05-21,
NW3,2014-05-21,
NW4,2014-05-21,
NW5,2014-05-21,
WC23,2014-05-21,
WC22,2014-05-21,
WC24,2014-05-21,
NC2,2014-05-21,
NC1,2014-05-21,0.2529517663247659
WC21,2014-05-21,
WC13,2014-05-21,
WC9,2014-05-21,
SW1,2014-05-21,
SW2,2014-05-21,
WC10,2014-05-21,
WC14,2014-05-21,
WC7,2014-05-21,
WC27,2014-05-21,
WC1,2014-06-06,
WC2,2014-06-06,
WC3,2014-06-06,
WC6,2014-06-06,
WC4,2014-06-06,
WC5,2014-06-06,
WC26,2014-06-06,
SW4,2014-06-06,
NW6,2014-06-06,
NW7,2014-06-06,
NB1,2014-06-06,
WC20,2014-06-06,
WC19,2014-06-06,
SW3,2014-06-06,
WC18,2014-06-06,
WC17,2014-06-06,
SW5,2014-06-06,
SW6,2014-06-06,
WC12,2014-06-06,
WC8,2014-06-06,
WC11,2014-06-06,
WC25,2014-06-06,
WC16,2014-06-06,
WC15,2014-06-06,
NW1,2014-06-06,
NW2,2014-06-06,
NW3,2014-06-06,
NW4,2014-06-06,
NW5,2014-06-06,
WC23,2014-06-06,
WC22,2014-06-06,
WC24,2014-06-06,
NC2,2014-06-06,
NC1,2014-06-06,
WC21,2014-06-06,
WC13,2014-06-06,
WC9,2014-06-06,
SW1,2014-06-06,
SW2,2014-06-06,
WC10,2014-06-06,
WC14,2014-06-06,
WC7,2014-06-06,
WC27,2014-06-06,
WC1,2014-07-08,
WC2,2014-07-08,
WC3,2014-07-08,
WC6,2014-07-08,
WC4,2014-07-08,
WC5,2014-07-08,
WC26,2014-07-08,
SW4,2014-07-08,
NW6,2014-07-08,
NW7,2014-07-08,
NB1,2014-07-08,
WC20,2014-07-08,
WC19,2014-07-08,
SW3,2014-07-08,
WC18,2014-07-08,
WC17,2014-07-08,
SW5,2014-07-08,
SW6,2014-07-08,
WC12,2014-07-08,
WC8,2014-07-08,
WC11,2014-07-08,
WC25,2014-07-08,
WC16,2014-07-08,
WC15,2014-07-08,
NW1,2014-07-08,
NW2,2014-07-08,
NW3,2014-07-08,
NW4,2014-07-08,
NW5,2014-07-08,
WC23,2014-07-08,
WC22,2014-07-08,
WC24,2014-07-08,
NC2,2014-07-08,
NC1,2014-07-08,0.768782195656914
WC21,2014-07-08,
WC13,2014-07-08,
WC9,2014-07-08,
SW1,2014-07-08,
SW2,2014-07-08,
WC10,2014-07-08,
WC14,2014-07-08,
WC7,2014-07-08,
WC27,2014-07-08,
WC1,2014-07-24,
WC2,2014-07-24,
WC3,2014-07-24,
WC6,2014-07-24,
WC4,2014-07-24,
WC5,2014-07-24,
WC26,2014-07-24,
SW4,2014-07-24,
NW6,2014-07-24,
NW7,2014-07-24,
NB1,2014-07-24,
WC20,2014-07-24,
WC19,2014-07-24,
SW3,2014-07-24,
WC18,2014-07-24,
WC17,2014-07-24,
SW5,2014-07-24,
SW6,2014-07-24,
WC12,2014-07-24,
WC8,2014-07-24,
WC11,2014-07-24,
WC25,2014-07-24,
WC16,2014-07-24,
WC15,2014-07-24,
NW1,2014-07-24,
NW2,2014-07-24,
NW3,2014-07-24,
NW4,2014-07-24,
NW5,2014-07-24,
WC23,2014-07-24,
WC22,2014-07-24,
WC24,2014-07-24,
NC2,2014-07-24,
NC1,2014-07-24,0.7202486847533063
WC21,2014-07-24,
WC13,2014-07-24,
WC9,2014-07-24,
SW1,2014-07-24,
SW2,2014-07-24,
WC10,2014-07-24,
WC14,2014-07-24,
WC7,2014-07-24,
WC27,2014-07-24,
WC1,2014-08-09,
WC2,2014-08-09,
WC3,2014-08-09,
WC6,2014-08-09,
WC4,2014-08-09,
WC5,2014-08-09,
WC26,2014-08-09,
SW4,2014-08-09,
NW6,2014-08-09,
NW7,2014-08-09,
NB1,2014-08-09,
WC20,2014-08-09,
WC19,2014-08-09,
SW3,2014-08-09,
WC18,2014-08-09,
WC17,2014-08-09,
SW5,2014-08-09,
SW6,2014-08-09,
WC12,2014-08-09,
WC8,2014-08-09,
WC11,2014-08-09,
WC25,2014-08-09,
WC16,2014-08-09,
WC15,2014-08-09,
NW1,2014-08-09,
NW2,2014-08-09,
NW3,2014-08-09,
NW4,2014-08-09,
NW5,2014-08-09,
WC23,2014-08-09,
WC22,2014-08-09,
WC24,2014-08-09,
NC2,2014-08-09,
NC1,2014-08-09,0.8572371499297962
WC21,2014-08-09,
WC13,2014-08-09,
WC9,2014-08-09,
SW1,2014-08-09,
SW2,2014-08-09,
WC10,2014-08-09,
WC14,2014-08-09,
WC7,2014-08-09,
WC27,2014-08-09,
WC1,2014-08-25,
WC2,2014-08-25,
WC3,2014-08-25,
WC6,2014-08-25,
WC4,2014-08-25,
WC5,2014-08-25,
WC26,2014-08-25,
SW4,2014-08-25,
NW6,2014-08-25,
NW7,2014-08-25,
NB1,2014-08-25,
WC20,2014-08-25,
WC19,2014-08-25,
SW3,2014-08-25,
WC18,2014-08-25,
WC17,2014-08-25,
SW5,2014-08-25,
SW6,2014-08-25,
WC12,2014-08-25,
WC8,2014-08-25,
WC11,2014-08-25,
WC25,2014-08-25,
WC16,2014-08-25,
WC15,2014-08-25,
NW1,2014-08-25,
NW2,2014-08-25,
NW3,2014-08-25,
NW4,2014-08-25,
NW5,2014-08-25,
WC23,2014-08-25,
WC22,2014-08-25,
WC24,2014-08-25,
NC2,2014-08-25,
NC1,2014-08-25,0.8115145044239006
WC21,2014-08-25,
WC13,2014-08-25,
WC9,2014-08-25,
SW1,2014-08-25,
SW2,2014-08-25,
WC10,2014-08-25,
WC14,2014-08-25,
WC7,2014-08-25,
WC27,2014-08-25,
WC1,2014-09-26,
WC2,2014-09-26,
WC3,2014-09-26,
WC6,2014-09-26,
WC4,2014-09-26,
WC5,2014-09-26,
WC26,2014-09-26,
SW4,2014-09-26,
NW6,2014-09-26,
NW7,2014-09-26,
NB1,2014-09-26,
WC20,2014-09-26,
WC19,2014-09-26,
SW3,2014-09-26,
WC18,2014-09-26,
WC17,2014-09-26,
SW5,2014-09-26,
SW6,2014-09-26,
WC12,2014-09-26,
WC8,2014-09-26,
WC11,2014-09-26,
WC25,2014-09-26,
WC16,2014-09-26,
WC15,2014-09-26,
NW1,2014-09-26,
NW2,2014-09-26,
NW3,2014-09-26,
NW4,2014-09-26,
NW5,2014-09-26,
WC23,2014-09-26,
WC22,2014-09-26,
WC24,2014-09-26,
NC2,2014-09-26,
NC1,2014-09-26,0.6235023368375379
WC21,2014-09-26,
WC13,2014-09-26,
WC9,2014-09-26,
SW1,2014-09-26,
SW2,2014-09-26,
WC10,2014-09-26,
WC14,2014-09-26,
WC7,2014-09-26,
WC27,2014-09-26,
WC1,2014-10-12,
WC2,2014-10-12,
WC3,2014-10-12,
WC6,2014-10-12,
WC4,2014-10-12,
WC5,2014-10-12,
WC26,2014-10-12,
SW4,2014-10-12,
NW6,2014-10-12,
NW7,2014-10-12,
NB1,2014-10-12,
WC20,2014-10-12,
WC19,2014-10-12,
SW3,2014-10-12,
WC18,2014-10-12,
WC17,2014-10-12,
SW5,2014-10-12,
SW6,2014-10-12,
WC12,2014-10-12,
WC8,2014-10-12,
WC11,2014-10-12,
WC25,2014-10-12,
WC16,2014-10-12,
WC15,2014-10-12,
NW1,2014-10-12,
NW2,2014-10-12,
NW3,2014-10-12,
NW4,2014-10-12,
NW5,2014-10-12,
WC23,2014-10-12,
WC22,2014-10-12,
WC24,2014-10-12,
NC2,2014-10-12,
NC1,2014-10-12,0.37565759130071885
WC21,2014-10-12,
WC13,2014-10-12,
WC9,2014-10-12,
SW1,2014-10-12,
SW2,2014-10-12,
WC10,2014-10-12,
WC14,2014-10-12,
WC7,2014-10-12,
WC27,2014-10-12,
WC1,2014-10-28,
WC2,2014-10-28,
WC3,2014-10-28,
WC6,2014-10-28,
WC4,2014-10-28,
WC5,2014-10-28,
WC26,2014-10-28,
SW4,2014-10-28,
NW6,2014-10-28,
NW7,2014-10-28,
NB1,2014-10-28,
WC20,2014-10-28,
WC19,2014-10-28,
SW3,2014-10-28,
WC18,2014-10-28,
WC17,2014-10-28,
SW5,2014-10-28,
SW6,2014-10-28,
WC12,2014-10-28,
WC8,2014-10-28,
WC11,2014-10-28,
WC25,2014-10-28,
WC16,2014-10-28,
WC15,2014-10-28,
NW1,2014-10-28,
NW2,2014-10-28,
NW3,2014-10-28,
NW4,2014-10-28,
NW5,2014-10-28,
WC23,2014-10-28,
WC22,2014-10-28,
WC24,2014-10-28,
NC2,2014-10-28,
NC1,2014-10-28,0.43470878937670315
WC21,2014-10-28,
WC13,2014-10-28,
WC9,2014-10-28,
SW1,2014-10-28,
SW2,2014-10-28,
WC10,2014-10-28,
WC14,2014-10-28,
WC7,2014-10-28,
WC27,2014-10-28,
WC1,2014-11-13,
WC2,2014-11-13,
WC3,2014-11-13,
WC6,2014-11-13,
WC4,2014-11-13,
WC5,2014-11-13,
WC26,2014-11-13,
SW4,2014-11-13,
NW6,2014-11-13,
NW7,2014-11-13,
NB1,2014-11-13,
WC20,2014-11-13,
WC19,2014-11-13,
SW3,2014-11-13,
WC18,2014-11-13,
WC17,2014-11-13,
SW5,2014-11-13,
SW6,2014-11-13,
WC12,2014-11-13,
WC8,2014-11-13,
WC11,2014-11-13,
WC25,2014-11-13,
WC16,2014-11-13,
WC15,2014-11-13,
NW1,2014-11-13,
NW2,2014-11-13,
NW3,2014-11-13,
NW4,2014-11-13,
NW5,2014-11-13,
WC23,2014-11-13,
WC22,2014-11-13,
WC24,2014-11-13,
